Activity Type,Date,Environment,Country,City,Title,Distance (km),Calories,Time,Avg HR,Max HR
Running,12/14/2020 12:17,Outdoor,USA,"Frisco, TX",Frisco - Run,4.03,382,0:30:00,144,165
Walking,12/14/2020 12:56,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.78,62,09:40.7,105,115
Walking,12/15/2020 10:20,Outdoor,USA,"Mckinney, TX",McKinney Walking,5.87,501,1:01:30,112,134
Running,12/17/2020 11:11,Outdoor,USA,"Mckinney, TX",McKinney - Run,3.32,314,0:25:00,143,173
Walking,12/18/2020 15:37,Outdoor,USA,"Frisco, TX",Walking,0.23,80,0:15:28,95,117
Walking,12/18/2020 17:21,Outdoor,USA,"Frisco, TX",Walking,0.13,44,07:46.7,99,110
Running,12/22/2020 13:09,Outdoor,USA,"Mckinney, TX",McKinney - Benchmark Run,1.42,120,09:08.9,147,171
Running,12/22/2020 13:19,Outdoor,USA,"Mckinney, TX",McKinney Running,2.42,198,0:20:29,129,150
Walking,12/22/2020 16:01,Outdoor,USA,"Frisco, TX",Frisco Walking,0.74,68,0:13:06,97,110
Running,12/24/2020 12:21,Outdoor,USA,"Mckinney, TX",McKinney Running,10.47,936,1:20:24,139,175
Cardio,12/26/2020 9:34,Indoor,USA,"Mckinney, TX",Cardio,0,623,1:06:13,132,169
Running,12/27/2020 8:23,Outdoor,USA,"Mckinney, TX",McKinney Running,5.39,477,0:41:47,137,175
Running,12/28/2020 16:08,Outdoor,USA,"Mckinney, TX",McKinney - Run,5.71,549,0:40:00,151,170
Walking,12/28/2020 16:49,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.65,77,0:12:39,107,115
Running,1/1/2021 14:04,Outdoor,USA,"Mckinney, TX",McKinney - Run,3.89,356,0:30:00,138,164
Walking,1/2/2021 14:18,Outdoor,USA,"Mckinney, TX",McKinney Walking,1.49,123,0:23:14,91,115
Walking,1/3/2021 12:21,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.67,48,09:38.1,89,112
Walking,1/3/2021 12:32,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.29,41,07:44.5,99,108
Walking,1/4/2021 13:35,Outdoor,USA,"Mckinney, TX",McKinney Walking,4.68,384,1:00:23,109,122
Running,1/5/2021 10:47,Outdoor,USA,"Mckinney, TX",McKinney - Run,6.44,606,0:50:00,144,180
Running,1/6/2021 13:52,Outdoor,USA,"Mckinney, TX",McKinney - Run,3.64,321,0:30:00,130,159
Running,1/8/2021 15:55,Outdoor,USA,"Mckinney, TX",McKinney - Run,4.23,389,0:30:00,144,168
Running,1/11/2021 12:24,Outdoor,USA,"Mckinney, TX",McKinney - Run,6.7,624,0:50:00,144,177
Breathwork,1/12/2021 20:26,Indoor,USA,"Mckinney, TX",Relax and Focus,0,0,0:15:38,63,79
Running,1/13/2021 12:12,Outdoor,USA,"Mckinney, TX",McKinney - Run,3.53,333,0:30:00,142,164
Breathwork,1/14/2021 20:03,Indoor,USA,"Mckinney, TX",Relax and Focus,0,0,06:26.0,65,72
Yoga,1/14/2021 20:27,Indoor,USA,"Mckinney, TX",Yoga,0,16,0:10:03,62,69
Breathwork,1/14/2021 20:45,Indoor,USA,"Mckinney, TX",Relax and Focus,0,0,0:15:38,64,73
Breathwork,1/15/2021 20:14,Indoor,USA,"Mckinney, TX",Relax and Focus,0,0,0:15:38,69,80
Breathwork,1/16/2021 21:37,Indoor,USA,"Mckinney, TX",Relax and Focus,0,0,0:15:38,76,82
Cycling,1/17/2021 12:14,Outdoor,USA,"Plano, TX",Plano Cycling,56.93,"1,259",2:11:35,151,178
Breathwork,1/17/2021 21:17,Indoor,USA,"Mckinney, TX",Relax and Focus,0,0,0:15:38,76,99
Running,1/18/2021 14:16,Outdoor,USA,"Mckinney, TX",McKinney - Run,4.81,412,0:50:00,120,174
Running,1/19/2021 12:10,Outdoor,USA,"Mckinney, TX",McKinney Running,8.44,818,1:00:09,156,180
Running,1/20/2021 13:14,Outdoor,USA,"Mckinney, TX",McKinney - Run,3.45,304,0:25:00,142,169
Walking,1/20/2021 13:41,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.42,40,05:57.8,111,119
Breathwork,1/21/2021 20:30,Indoor,USA,"Mckinney, TX",Relax and Focus,0,0,0:15:38,61,69
Running,1/22/2021 10:42,Outdoor,USA,"Mckinney, TX",McKinney - Run,3.71,332,0:30:00,135,158
Breathwork,1/24/2021 8:40,Indoor,USA,"Mckinney, TX",Relax and Focus,0,0,0:15:38,65,73
Running,1/24/2021 18:10,Outdoor,USA,"Mckinney, TX",Running,0.32,32,05:53.8,131,168
Breathwork,1/24/2021 20:14,Indoor,USA,"Mckinney, TX",Relax and Focus,0,0,0:15:38,63,78
Running,1/25/2021 12:14,Outdoor,USA,"Mckinney, TX",McKinney - Pre-Race Workout,4.04,389,0:30:00,147,169
Walking,1/26/2021 13:59,Outdoor,USA,"Mckinney, TX",McKinney Walking,3.6,289,0:42:26,110,124
Running,1/27/2021 12:30,Outdoor,USA,"Mckinney, TX",McKinney - Pre-Race Workout,4.19,359,0:30:00,138,156
Walking,1/27/2021 13:01,Outdoor,USA,"Mckinney, TX",McKinney Walking,1.76,147,0:20:49,116,136
Walking,1/28/2021 10:38,Outdoor,USA,"Mckinney, TX",McKinney Walking,5.55,474,1:04:56,109,133
Breathwork,1/28/2021 23:22,Indoor,USA,"Mckinney, TX",Relax and Focus,0,0,0:15:38,62,75
Running,1/31/2021 9:05,Outdoor,USA,"Mckinney, TX",McKinney - Benchmark Run,1.31,112,0:09:00,135,168
Walking,1/31/2021 9:16,Outdoor,USA,"Frisco, TX",Frisco Walking,2.9,244,0:30:17,116,127
Running,2/2/2021 11:55,Outdoor,USA,"Mckinney, TX",McKinney - Easy Run,3.22,306,0:19:15,162,175
Walking,2/2/2021 12:19,Outdoor,USA,"Mckinney, TX",McKinney Walking,2.56,209,0:30:04,112,125
Running,2/2/2021 21:44,Outdoor,USA,"Mckinney, TX",McKinney Running,0.72,68,05:32.8,145,181
Running,2/3/2021 18:29,Outdoor,USA,"Mckinney, TX",McKinney - Negative Split Run,6.44,624,0:47:19,153,177
Running,2/4/2021 14:22,Outdoor,USA,"Mckinney, TX",Running,0.7,75,06:44.8,152,165
Running,2/4/2021 14:37,Outdoor,USA,"Mckinney, TX",Running,0.21,23,04:52.5,131,161
Running,2/5/2021 13:25,Outdoor,USA,"Mckinney, TX",McKinney - Tired Run,1.61,154,0:13:07,142,159
Walking,2/5/2021 13:42,Outdoor,USA,"Mckinney, TX",McKinney Walking,3.81,314,0:44:15,109,122
Running,2/5/2021 22:46,Outdoor,USA,"Mckinney, TX",McKinney Running,0.23,38,05:24.6,155,179
Running,2/7/2021 8:44,Outdoor,USA,"Mckinney, TX",McKinney Running,5.04,498,0:33:31,160,180
Walking,2/7/2021 9:22,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.92,106,0:17:11,119,136
Running,2/9/2021 9:08,Outdoor,USA,"Mckinney, TX",McKinney - Cadence Drills,3.22,308,0:22:24,153,168
Walking,2/9/2021 9:31,Outdoor,USA,"Mckinney, TX",McKinney Walking,2.04,168,0:21:30,118,125
Breathwork,2/9/2021 21:08,Indoor,USA,"Mckinney, TX",Relax and Focus,0,0,0:15:54,70,81
Running,2/10/2021 12:06,Outdoor,USA,"Mckinney, TX",McKinney - Negative Split Run,8.05,732,0:56:53,151,176
Breathwork,2/12/2021 0:06,Indoor,USA,"Mckinney, TX",Relax and Focus,0,0,0:15:38,64,80
Running,2/12/2021 11:31,Outdoor,USA,"Mckinney, TX",McKinney - Tired Run,1.61,139,09:06.6,160,171
Breathwork,2/12/2021 22:46,Indoor,USA,"Mckinney, TX",Relax and Focus,0,0,0:15:38,72,78
Breathwork,2/13/2021 8:27,Indoor,USA,"Mckinney, TX",Relax and Focus,0,0,0:15:38,69,80
Running,2/21/2021 10:19,Outdoor,USA,"Mckinney, TX",McKinney - Easy Run,4.83,446,0:34:14,145,165
Walking,2/21/2021 10:55,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.49,47,06:40.5,109,116
Breathwork,2/21/2021 12:46,Indoor,USA,"Mckinney, TX",Relax and Focus,0,0,0:15:38,80,98
Walking,2/22/2021 13:29,Outdoor,USA,"Mckinney, TX",McKinney Walking,6.2,515,1:08:03,107,128
Breathwork,2/22/2021 20:12,Indoor,USA,"Mckinney, TX",Relax and Focus,0,0,0:15:38,70,93
Walking,2/23/2021 9:25,Outdoor,USA,"Mckinney, TX",McKinney Walking,1.63,129,0:19:56,90,111
Running,2/23/2021 9:46,Outdoor,USA,"Frisco, TX",Frisco - Cadence Drills,3.22,312,0:22:42,152,177
Yoga,2/23/2021 13:40,Indoor,USA,"Mckinney, TX",Yoga,0,100,1:00:04,68,84
Walking,2/24/2021 10:54,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.54,44,07:20.3,98,106
Running,2/24/2021 11:05,Outdoor,USA,"Mckinney, TX",McKinney - Negative Split Run,6.44,591,0:49:45,146,174
Running,2/26/2021 16:36,Outdoor,USA,"Mckinney, TX",McKinney - Tired Run,1.61,145,09:36.4,156,175
Walking,2/26/2021 16:48,Outdoor,USA,"Mckinney, TX",McKinney Walking,1.7,143,0:21:17,110,127
Running,2/28/2021 19:44,Outdoor,USA,"Mckinney, TX",McKinney - Easy Run,4.83,466,0:31:50,155,172
Running,3/2/2021 21:25,Outdoor,USA,"Mckinney, TX",McKinney - Pace Run,3.22,299,0:22:11,150,170
Running,3/3/2021 10:41,Outdoor,USA,"Mckinney, TX",McKinney - Negative Split Run,9.66,822,1:12:37,143,171
Walking,3/4/2021 13:05,Outdoor,USA,"Mckinney, TX",McKinney Walking,2.18,201,0:31:03,111,126
Running,3/5/2021 14:50,Outdoor,USA,"Mckinney, TX",McKinney - Tired Run,3.22,201,0:20:44,127,144
Walking,3/6/2021 10:26,Outdoor,USA,"Frisco, TX",Frisco Walking,0.41,55,0:13:47,75,97
Walking,3/6/2021 10:46,Outdoor,USA,"Frisco, TX",Frisco Walking,0.23,25,07:27.1,75,95
Walking,3/6/2021 12:33,Outdoor,USA,"Mckinney, TX",McKinney Walking,2.55,296,1:03:21,95,131
Walking,3/7/2021 14:33,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.81,42,07:51.1,91,117
Running,3/7/2021 18:23,Outdoor,USA,"Mckinney, TX",McKinney - Easy Run,4.83,471,0:31:29,157,172
Walking,3/8/2021 10:08,Outdoor,USA,"Mckinney, TX",McKinney Walking,4.44,447,1:12:48,108,132
Running,3/9/2021 12:26,Outdoor,USA,"Mckinney, TX",McKinney - Cadence Drills,3.22,282,0:21:14,145,167
Running,3/10/2021 6:44,Outdoor,USA,"Mckinney, TX",McKinney - Negative Split Run,10.46,935,1:13:08,146,170
Walking,3/11/2021 17:33,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.5,44,09:25.4,78,98
Running,3/12/2021 7:17,Outdoor,USA,"Mckinney, TX",McKinney - Tired Run,4.02,364,0:27:57,144,172
Walking,3/13/2021 9:38,Outdoor,USA,"Dallas, TX",Dallas Walking,0.56,91,0:18:17,95,116
Walking,3/13/2021 10:10,Outdoor,USA,"Dallas, TX",Dallas Walking,2.49,344,1:27:46,84,118
Walking,3/13/2021 12:54,Outdoor,USA,"Dallas, TX",Dallas Walking,0.37,58,0:10:34,98,119
Running,3/14/2021 10:08,Outdoor,USA,"Mckinney, TX",McKinney - Easy Run,6.44,596,0:41:56,153,171
Walking,3/14/2021 14:51,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.52,60,0:11:54,94,113
Cycling,3/15/2021 12:21,Outdoor,USA,"Mckinney, TX",McKinney Cycling,28.14,722,1:01:35,151,167
Walking,3/16/2021 11:35,Outdoor,USA,"Mckinney, TX",McKinney Walking,2.83,232,0:29:02,101,119
Running,3/16/2021 12:05,Outdoor,USA,"Mckinney, TX",Collin County - Pace Run,3.22,278,0:24:01,138,165
Running,3/17/2021 12:09,Outdoor,USA,"Mckinney, TX",McKinney - Negative Split Run,10.46,989,1:08:11,157,177
Walking,3/17/2021 13:20,Outdoor,USA,"Frisco, TX",Frisco Walking,1.48,146,0:21:04,116,130
Cardio,3/18/2021 12:45,Outdoor,USA,"Mckinney, TX",McKinney Yard Work,1.26,294,0:51:01,106,119
Yoga,3/18/2021 22:18,Indoor,USA,"Mckinney, TX",Yoga,0,778,7:12:23,56,71
Running,3/19/2021 10:46,Outdoor,USA,"Mckinney, TX",McKinney - Tired Run,3.22,285,0:18:20,159,170
Walking,3/19/2021 11:06,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.5,44,06:45.1,110,123
Yoga,3/19/2021 13:57,Indoor,USA,"Mckinney, TX",Yoga,0,54,0:32:27,66,84
Walking,3/21/2021 10:04,Outdoor,USA,"Mckinney, TX",McKinney Walking,1.4,160,0:28:07,104,121
Running,3/21/2021 12:31,Outdoor,USA,"Mckinney, TX",McKinney - Easy Run,6.44,548,0:48:25,138,154
Running,3/23/2021 14:33,Outdoor,USA,"Mckinney, TX",McKinney - Cadence Drills,3.22,294,0:20:15,147,167
Running,3/24/2021 12:48,Outdoor,USA,"Mckinney, TX",McKinney - Negative Split Run,8.05,729,0:54:17,151,184
Walking,3/26/2021 10:27,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.94,77,0:10:05,95,104
Running,3/26/2021 10:38,Outdoor,USA,"Mckinney, TX",McKinney - Tired Run,3.22,287,0:24:18,138,157
Walking,3/26/2021 13:57,Outdoor,USA,"Mckinney, TX",McKinney Walking,2.33,188,0:29:59,98,115
Walking,3/27/2021 9:22,Outdoor,USA,"Dallas, TX",Dallas Walking,3.19,376,1:50:29,77,114
Walking,3/27/2021 12:05,Outdoor,USA,"Dallas, TX",Dallas Walking,2.56,328,1:06:40,100,120
Walking,3/28/2021 12:15,Outdoor,USA,"Mckinney, TX",McKinney Walking,1.07,86,0:11:00,80,103
Running,3/28/2021 12:27,Outdoor,USA,"Mckinney, TX",McKinney - Easy Run,6.44,552,0:47:54,138,153
Cycling,3/29/2021 12:12,Outdoor,USA,"Mckinney, TX",McKinney Cycling,28.24,710,0:57:37,153,170
Running,3/30/2021 10:11,Outdoor,USA,"Mckinney, TX",McKinney - Hill Repeats,3.69,319,0:27:09,136,170
Running,3/31/2021 9:44,Indoor,USA,"Mckinney, TX",Negative Split Run,12.87,976,1:40:29,133,159
Walking,4/2/2021 11:14,Outdoor,USA,"Mckinney, TX",McKinney Walking,1.06,79,0:13:22,78,121
Running,4/2/2021 11:32,Outdoor,USA,"Frisco, TX",Frisco - Tired Run,4.83,464,0:29:18,160,181
Running,4/4/2021 12:30,Outdoor,USA,"Mckinney, TX",McKinney - Easy Run,6.44,568,0:46:01,140,168
Yoga,4/4/2021 21:28,Indoor,USA,"Mckinney, TX",Yoga,0,147,1:00:25,70,91
Cycling,4/5/2021 12:35,Outdoor,USA,"Mckinney, TX",McKinney Cycling,37.47,960,1:17:47,157,176
Walking,4/6/2021 10:55,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.93,77,0:10:02,93,111
Running,4/6/2021 11:05,Outdoor,USA,"Mckinney, TX",McKinney - Cadence Drills,4.83,473,0:34:21,149,174
Walking,4/6/2021 11:41,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.87,68,0:10:25,114,123
Cardio,4/6/2021 12:01,Outdoor,USA,"Mckinney, TX",McKinney Yard Work,1.27,312,0:43:12,116,146
Walking,4/7/2021 11:24,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.69,56,07:28.0,90,102
Running,4/7/2021 11:32,Outdoor,USA,"Mckinney, TX",McKinney - Negative Split Run,12.87,"1,182",1:32:04,149,179
Breathwork,4/7/2021 21:09,Indoor,USA,"Mckinney, TX",Relax and Focus,0,0,0:15:38,65,74
Running,4/9/2021 11:56,Outdoor,USA,"Mckinney, TX",McKinney - Tired Run,4.83,438,0:35:45,142,167
Cycling,4/10/2021 6:55,Outdoor,USA,"Mckinney, TX",McKinney Cycling,108.17,"2,128",4:14:44,140,167
Cycling,4/10/2021 6:56,Outdoor,USA,"Mckinney, TX",McKinney Cycling,108.89,"2,382",4:13:02,138,173
Walking,4/11/2021 15:00,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.3,43,07:57.1,102,121
Running,4/13/2021 13:08,Outdoor,USA,"Mckinney, TX",McKinney - Hill Repeats,5.06,421,0:38:52,135,165
Walking,4/13/2021 18:31,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.35,34,06:43.1,96,116
Walking,4/14/2021 11:52,Outdoor,USA,"Mckinney, TX",McKinney Walking,1.09,91,0:11:42,104,114
Running,4/14/2021 12:04,Outdoor,USA,"Frisco, TX",Frisco - Negative Split Run,14.48,"1,332",1:50:28,146,172
Running,4/16/2021 13:58,Outdoor,USA,"Mckinney, TX",McKinney - Tired Run,4.83,446,0:31:30,156,203
Breathwork,4/16/2021 21:35,Indoor,USA,"Mckinney, TX",Relax and Focus,0,0,0:15:38,73,81
Breathwork,4/17/2021 21:50,Indoor,USA,"Mckinney, TX",Relax and Focus,0,0,0:15:38,70,77
Cycling,4/18/2021 13:03,Outdoor,USA,"Mckinney, TX",McKinney Cycling,58.72,"1,298",2:12:41,147,175
Walking,4/19/2021 13:47,Outdoor,USA,"Mckinney, TX",McKinney Walking,3.52,331,0:54:01,109,127
Running,4/19/2021 21:07,Outdoor,USA,"Mckinney, TX",McKinney - Easy Run,6.44,578,0:52:45,136,160
Walking,4/20/2021 12:32,Outdoor,USA,"Mckinney, TX",McKinney Walking,1.86,155,0:20:41,104,123
Running,4/21/2021 11:25,Outdoor,USA,"Mckinney, TX",McKinney - Negative Split Run,9.66,912,1:12:35,147,193
Strength Training,4/22/2021 12:53,Indoor,USA,"Prosper, TX",Strength,0,177,0:21:46,119,148
Breathwork,4/22/2021 21:01,Indoor,USA,"Mckinney, TX",Relax and Focus,0,0,0:15:38,70,90
Running,4/26/2021 13:30,Outdoor,USA,"Mckinney, TX",McKinney - Easy Run,8.05,725,1:01:25,142,170
Walking,4/27/2021 10:38,Outdoor,USA,"Mckinney, TX",McKinney Walking,1.38,110,0:15:01,82,101
Running,4/27/2021 10:54,Outdoor,USA,"Frisco, TX",Frisco - Pace Run,4.83,446,0:36:56,143,181
Breathwork,4/27/2021 21:17,Indoor,USA,"Mckinney, TX",Relax and Focus,0,0,0:15:38,68,88
Running,4/28/2021 10:28,Indoor,USA,"Mckinney, TX",Negative Split Run,3.46,226,0:24:47,120,159
Strength Training,4/28/2021 10:55,Indoor,USA,"Prosper, TX",Strength,0,154,0:19:04,119,162
Running,5/1/2021 15:32,Outdoor,USA,"Mckinney, TX",McKinney - Tired Run,4.83,473,0:30:34,160,177
Walking,5/2/2021 19:23,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.49,40,05:49.6,107,123
Running,5/2/2021 19:29,Outdoor,USA,"Mckinney, TX",McKinney - Easy Run,5.2,493,0:36:33,149,170
Yoga,5/2/2021 21:01,Indoor,USA,"Mckinney, TX",Yoga,0,"1,155",8:45:58,61,95
Walking,5/3/2021 10:38,Outdoor,USA,"Mckinney, TX",McKinney Walking,3.14,310,0:56:56,94,117
Running,5/4/2021 12:59,Outdoor,USA,"Mckinney, TX",McKinney - Cadence Drills,6.44,624,0:48:57,148,167
Running,5/5/2021 19:50,Outdoor,USA,"Mckinney, TX",McKinney - Negative Split Run,16.09,"1,399",1:57:56,148,180
Running,5/7/2021 13:58,Outdoor,USA,"Mckinney, TX",McKinney - Tired Run,4.83,462,0:30:17,160,177
Running,5/10/2021 10:27,Outdoor,USA,"Mckinney, TX",McKinney - Easy Run,8.05,605,0:59:41,132,155
Running,5/11/2021 12:55,Indoor,USA,"Mckinney, TX",Treadmill Running,1.61,130,0:12:05,127,136
Running,5/11/2021 13:14,Indoor,USA,"Mckinney, TX",Hill Repeats,4.38,394,0:37:06,136,149
Running,5/13/2021 11:51,Outdoor,USA,"Mckinney, TX",McKinney - Negative Split Run,16.08,"1,373",1:54:58,149,183
Cycling,5/17/2021 13:09,Outdoor,USA,"Mckinney, TX",McKinney Cycling,27.45,"1,451",0:55:15,141,173
Cycling,5/22/2021 7:37,Outdoor,USA,"Mckinney, TX",McKinney Cycling,54.46,"1,097",2:13:56,142,174
Running,5/23/2021 13:09,Outdoor,USA,"Mckinney, TX",McKinney - Easy Run,8.05,758,1:00:04,147,166
Breathwork,5/24/2021 21:45,Indoor,USA,"Mckinney, TX",Relax and Focus,0,0,0:15:38,75,96
Walking,5/25/2021 16:22,Outdoor,USA,"Mckinney, TX",McKinney Walking,1.78,246,0:44:01,99,119
Walking,5/27/2021 10:58,Outdoor,USA,"Mckinney, TX",McKinney Walking,1.04,125,0:28:14,88,109
Running,5/27/2021 18:09,Outdoor,USA,"Mckinney, TX",McKinney - Negative Split Run,6.64,613,0:49:55,142,166
Walking,5/27/2021 18:59,Outdoor,USA,"Mckinney, TX",McKinney Walking,1.46,121,0:18:08,114,127
Walking,5/29/2021 10:13,Outdoor,USA,"San Antonio, TX",San Antonio Walking,0.2,31,06:49.1,90,105
Walking,5/29/2021 16:25,Outdoor,USA,"San Antonio, TX",San Antonio Walking,0.43,61,0:10:06,107,120
Walking,5/30/2021 11:34,Outdoor,USA,"San Antonio, TX",San Antonio Walking,0.25,35,07:33.2,90,101
Walking,5/30/2021 12:58,Outdoor,USA,"San Antonio, TX",San Antonio Walking,0.31,53,08:07.4,107,120
Walking,5/30/2021 14:02,Outdoor,USA,"San Antonio, TX",San Antonio Walking,0.37,47,07:39.3,103,119
Walking,6/2/2021 13:53,Outdoor,USA,"Mckinney, TX",McKinney Walking,1.53,133,0:25:31,102,121
Walking,6/4/2021 9:13,Outdoor,USA,"Mckinney, TX",McKinney Walking,6.27,509,1:22:21,94,123
Running,6/4/2021 13:07,Outdoor,USA,"Mckinney, TX",McKinney - Cadence Drills,6.44,669,0:54:37,153,182
Breathwork,6/4/2021 22:59,Indoor,USA,"Mckinney, TX",Relax and Focus,0,0,0:15:38,64,74
Running,6/6/2021 12:31,Outdoor,USA,"Mckinney, TX",McKinney - Negative Split Run,8.56,768,1:23:43,134,166
Running,6/8/2021 11:10,Outdoor,USA,"Mckinney, TX",McKinney - Tired Run,4.83,461,0:34:12,152,174
Running,6/9/2021 10:43,Outdoor,USA,"Mckinney, TX",McKinney - Easy Run,8.05,780,0:59:34,155,176
Walking,6/9/2021 11:44,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.36,72,07:04.9,133,149
Walking,6/9/2021 16:57,Outdoor,USA,"Mckinney, TX",McKinney Walking,1.44,126,0:21:47,109,131
Walking,6/10/2021 17:09,Outdoor,USA,"Mckinney, TX",McKinney Walking,1.48,138,0:25:09,106,124
Running,6/11/2021 10:40,Outdoor,USA,"Mckinney, TX",McKinney - Hill Repeats,5.11,504,0:43:25,147,178
Cycling,6/12/2021 6:06,Outdoor,USA,"Mckinney, TX",McKinney Cycling,10.3,284,0:22:50,143,169
Cycling,6/13/2021 6:39,Outdoor,USA,"Mckinney, TX",McKinney Cycling,52.13,"1,307",2:15:48,135,176
Walking,6/15/2021 17:01,Outdoor,USA,"Mckinney, TX",McKinney Walking,1.76,172,0:29:51,102,118
Walking,6/16/2021 11:31,Outdoor,USA,"Mckinney, TX",McKinney Walking,2.4,196,0:26:13,99,125
Walking,6/17/2021 7:20,Outdoor,USA,"Mckinney, TX",McKinney Walking,4.05,333,1:02:12,103,119
Cycling,6/17/2021 10:42,Outdoor,USA,"Mckinney, TX",McKinney Cycling,26.37,790,0:54:26,161,188
Cycling,6/19/2021 6:10,Outdoor,USA,"Mckinney, TX",McKinney Cycling,60.83,"1,713",2:12:00,152,174
Walking,6/20/2021 12:45,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.51,54,08:32.6,108,123
Walking,6/20/2021 14:09,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.52,47,07:29.4,99,111
Walking,6/21/2021 7:41,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.46,44,08:11.4,98,109
Breathwork,6/21/2021 21:25,Indoor,USA,"Mckinney, TX",Relax and Focus,0,0,0:15:38,64,78
Walking,6/22/2021 6:59,Outdoor,USA,"Mckinney, TX",McKinney Walking,1.46,120,0:24:03,89,113
Cycling,6/22/2021 13:08,Outdoor,USA,"Mckinney, TX",McKinney Cycling,36.92,996,1:23:15,144,164
Walking,6/23/2021 7:02,Outdoor,USA,"Mckinney, TX",McKinney Walking,1.51,137,0:26:46,90,115
Walking,6/24/2021 7:08,Outdoor,USA,"Mckinney, TX",McKinney Walking,1.54,150,0:31:31,94,119
Cycling,6/24/2021 20:06,Outdoor,USA,"Mckinney, TX",McKinney Cycling,32.15,"1,014",1:06:59,160,178
Walking,6/25/2021 18:01,Outdoor,USA,"Mckinney, TX",Walking,0.17,36,07:07.3,97,115
Walking,6/28/2021 7:29,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.79,74,0:18:01,78,119
Walking,6/28/2021 7:47,Outdoor,USA,"Mckinney, TX",McKinney Walking,1,88,0:16:29,96,108
Walking,6/28/2021 10:13,Outdoor,USA,"Mckinney, TX",McKinney Walking,1.38,139,0:29:09,82,111
Yoga,6/29/2021 10:34,Indoor,USA,"Mckinney, TX",Yoga,0,130,1:09:44,71,85
Walking,6/30/2021 7:12,Outdoor,USA,"Mckinney, TX",McKinney Walking,1.63,144,0:26:25,95,136
Cycling,6/30/2021 15:19,Outdoor,USA,"Mckinney, TX",McKinney Cycling,35.61,"1,157",1:13:38,164,177
Cycling,7/1/2021 14:14,Outdoor,USA,"Mckinney, TX",McKinney Cycling,26.58,835,0:53:57,162,180
Cycling,7/3/2021 7:06,Outdoor,USA,"Frisco, TX",Frisco Cycling,46.75,974,1:34:21,148,176
Breathwork,7/3/2021 14:00,Indoor,USA,"Mckinney, TX",Relax and Focus,0,0,0:15:38,76,93
Breathwork,7/3/2021 21:16,Indoor,USA,"Mckinney, TX",Relax and Focus,0,0,0:15:38,70,97
Cardio,7/5/2021 10:25,Outdoor,USA,"Mckinney, TX",McKinney Yard Work,1.61,364,1:09:39,103,120
Breathwork,7/5/2021 20:07,Indoor,USA,"Mckinney, TX",Relax and Focus,0,0,0:15:38,74,92
Walking,7/6/2021 7:32,Outdoor,USA,"Mckinney, TX",McKinney Walking,3.53,306,0:53:36,94,118
Walking,7/9/2021 7:23,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.89,86,0:18:25,93,112
Walking,7/9/2021 7:42,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.63,50,07:37.2,104,114
Walking,7/12/2021 8:35,Outdoor,USA,"Mckinney, TX",McKinney Walking,4.06,369,1:05:40,92,115
Cycling,7/14/2021 10:20,Outdoor,USA,"Mckinney, TX",McKinney Cycling,27.23,729,0:59:32,160,181
Walking,7/15/2021 7:36,Outdoor,USA,"Mckinney, TX",McKinney Walking,3.33,285,0:51:28,96,129
Walking,7/22/2021 7:42,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.68,75,0:14:24,98,111
Walking,7/24/2021 7:56,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.94,102,0:20:29,101,114
Walking,7/26/2021 7:23,Outdoor,USA,"Mckinney, TX",McKinney Walking,1.76,172,0:31:39,95,113
Walking,7/27/2021 7:32,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.49,69,0:13:08,99,113
Walking,7/27/2021 7:48,Outdoor,USA,"Mckinney, TX",McKinney Walking,2.57,215,0:35:08,104,124
Breathwork,7/27/2021 22:07,Indoor,USA,"Mckinney, TX",Relax and Focus,0,0,0:15:38,64,76
Walking,8/2/2021 14:39,Outdoor,USA,"Destin, FL",Walton County Walking,0.3,41,08:05.2,96,113
