Activity Type,Date,Environment,Country,City,Title,Distance (km),Calories,Time,Avg HR,Max HR
Cycling,9/23/2016 8:41,Outdoor,USA,"Mckinney, TX",McKinney Cycling,23.04,545,1:13:45,117,146
Cycling,10/8/2016 7:54,Outdoor,USA,"Mckinney, TX",McKinney Cycling,1.73,79,03:43.0,131,144
Cycling,10/8/2016 7:58,Outdoor,USA,"Mckinney, TX",McKinney Cycling,87.32,"4,774",3:47:20,160,186
Cycling,10/19/2016 9:24,Outdoor,USA,"Mckinney, TX",McKinney Cycling,1.53,69,05:00.5,132,135
Cycling,10/19/2016 9:30,Outdoor,USA,"Frisco, TX",Frisco Cycling,1.86,78,06:51.8,131,145
Cycling,11/1/2016 18:51,Outdoor,USA,"Frisco, TX",Frisco Cycling,44.77,"1,582",1:34:35,172,192
Cycling,11/6/2016 7:41,Outdoor,USA,"Mckinney, TX",McKinney Cycling,51.45,"1,518",2:04:13,150,190
Cycling,12/27/2016 15:00,Outdoor,USA,"Mckinney, TX",McKinney Cycling,6.73,246,0:22:32,131,169
Cycling,12/28/2016 14:51,Outdoor,USA,"Mckinney, TX",McKinney Cycling,39.72,"1,359",1:44:03,153,186
Cycling,12/29/2016 9:57,Outdoor,USA,"Mckinney, TX",McKinney Cycling,38.24,"1,145",1:39:22,158,184
Cycling,2/21/2017 14:36,Outdoor,USA,"Mckinney, TX",McKinney Cycling,16.88,664,0:54:04,143,171
Cycling,3/2/2017 16:44,Outdoor,USA,"Mckinney, TX",Mckinney Cycling,35.42,"1,580",1:53:56,152,175
Cycling,4/11/2017 18:40,Outdoor,USA,"Frisco, TX",Frisco Cycling,51.93,"1,459",1:44:03,156,178
Cycling,4/15/2017 6:14,Outdoor,USA,"Frisco, TX",Frisco Cycling,109.36,"3,516",4:25:57,158,178
Cycling,5/7/2017 6:40,Outdoor,USA,"Grapevine, TX",Grapevine Cycling,99.4,"3,549",3:59:03,164,185
Cycling,7/19/2017 17:58,Outdoor,USA,"Mckinney, TX",Mckinney Cycling,34.71,"1,315",1:27:33,161,190
Cycling,7/27/2017 18:40,Outdoor,USA,"Frisco, TX",Frisco Cycling,8.02,216,0:17:42,140,177
Cycling,9/24/2017 8:04,Outdoor,USA,"Mckinney, TX",Mckinney Cycling,49.63,"1,283",2:16:24,134,185
Cycling,1/6/2018 15:50,Outdoor,USA,"Mckinney, TX",Mckinney Cycling,39.39,"1,133",1:41:39,143,174
Cycling,4/12/2018 5:37,Outdoor,USA,"Mckinney, TX",McKinney Cycling,26.48,858,1:04:58,150,169
Cycling,6/1/2018 7:29,Outdoor,USA,"Mckinney, TX",McKinney Cycling,22.95,771,0:54:33,155,188
Cycling,6/3/2018 7:13,Outdoor,USA,"Mckinney, TX",McKinney Cycling,32.34,"1,006",1:19:30,144,173
Cycling,6/4/2018 17:31,Outdoor,USA,"Mckinney, TX",McKinney Cycling,11.06,304,0:24:31,132,149
Cycling,6/6/2018 21:21,Outdoor,USA,"Mckinney, TX",McKinney Cycling,8.93,303,0:22:21,142,162
Running,6/23/2018 8:00,Outdoor,USA,Plano,Plano Running,10.98,928,1:10:59,165,182
Running,7/5/2018 6:59,Outdoor,USA,"Frisco, TX",Frisco Running,4.84,405,0:30:09,149,178
Cycling,7/7/2018 7:46,Outdoor,USA,"Mckinney, TX",McKinney Cycling,35.4,"1,206",1:30:19,157,186
Cycling,7/14/2018 7:06,Outdoor,USA,"Mckinney, TX",McKinney Cycling,35.68,"1,253",1:20:11,167,193
Cycling,8/15/2018 18:36,Outdoor,USA,"Frisco, TX",Frisco Cycling,45.9,"1,817",1:50:00,171,195
Cycling,7/28/2019 7:46,Outdoor,USA,"Mckinney, TX",McKinney Cycling,38.46,"1,187",1:58:14,140,182
Cycling,9/24/2019 18:44,Outdoor,USA,"Frisco, TX",Frisco Cycling,37.25,962,1:34:45,147,192
Cycling,9/28/2019 8:21,Outdoor,USA,"Mckinney, TX",McKinney Cycling,41.87,"1,253",1:56:03,144,176
Cycling,9/29/2019 18:45,Outdoor,USA,"Mckinney, TX",McKinney Cycling,29.87,"1,061",1:10:10,162,191
Cycling,10/3/2019 18:40,Outdoor,USA,"Frisco, TX",Frisco Cycling,44.98,"1,192",1:44:41,144,178
Cycling,1/5/2020 13:45,Outdoor,USA,"Mckinney, TX",McKinney Cycling,23.49,959,1:01:25,166,196
Running,1/18/2020 9:59,Outdoor,Portugal,Lisbon,Lisbon Running,3.58,421,0:30:26,152,175
Running,1/19/2020 10:13,Outdoor,Portugal,Lisbon,Lisbon Running,3.39,424,0:28:04,162,192
Running,1/26/2020 11:34,Outdoor,Portugal,Lisbon,Lisbon Running,3.5,424,0:28:47,158,181
Running,2/2/2020 12:04,Outdoor,USA,"Mckinney, TX",McKinney Running,3.05,316,0:27:16,145,185
Running,3/5/2020 13:39,Outdoor,USA,"Mckinney, TX",McKinney Running,3.71,440,0:29:38,162,189
Running,3/6/2020 14:23,Outdoor,USA,"Mckinney, TX",McKinney Running,3.82,439,0:29:40,161,185
Running,3/7/2020 11:46,Outdoor,USA,"Mckinney, TX",McKinney Running,5.06,555,0:39:15,157,178
Running,3/9/2020 19:38,Outdoor,USA,"Mckinney, TX",McKinney Running,3.29,333,0:25:43,149,173
Running,3/10/2020 13:11,Outdoor,USA,"Mckinney, TX",McKinney Running,3.78,384,0:31:05,145,170
Running,3/15/2020 12:31,Outdoor,USA,"Mckinney, TX",McKinney Running,5.65,596,0:43:28,157,182
Running,3/24/2020 19:43,Outdoor,USA,"Mckinney, TX",McKinney Running,3.39,353,0:26:58,153,189
Running,3/28/2020 12:20,Outdoor,USA,"Mckinney, TX",McKinney Running,3.79,395,0:30:01,153,181
Cycling,3/31/2020 20:46,Outdoor,USA,"Mckinney, TX",Cycling,13.51,298,0:30:40,122,147
Cycling,4/1/2020 20:46,Outdoor,USA,"Mckinney, TX",McKinney Cycling,9.73,312,0:26:02,135,154
Running,4/12/2020 19:34,Outdoor,USA,"Mckinney, TX",McKinney Running,1.09,88,07:49.7,149,181
Cycling,4/30/2020 19:48,Outdoor,USA,"Mckinney, TX",McKinney Cycling,38.99,"1,289",1:33:01,155,183
Cycling,5/3/2020 12:20,Outdoor,USA,"Mckinney, TX",McKinney Cycling,37.99,"1,395",1:29:26,166,194
Cycling,5/9/2020 12:06,Outdoor,USA,"Mckinney, TX",McKinney Cycling,44.43,"1,491",1:40:36,164,184
Cycling,5/26/2020 7:26,Outdoor,USA,"Mckinney, TX",McKinney Cycling,31.56,"1,062",1:12:26,160,185
Cycling,5/28/2020 20:11,Outdoor,USA,"Mckinney, TX",McKinney Cycling,43.02,"1,387",1:34:33,162,181
Cycling,5/31/2020 20:13,Outdoor,USA,"Mckinney, TX",McKinney Cycling,55.22,"1,789",2:07:56,161,179
Cycling,6/7/2020 5:23,Outdoor,USA,"Mckinney, TX",McKinney Cycling,58.68,"1,840",2:05:07,165,186
Cycling,6/9/2020 5:50,Outdoor,USA,"Mckinney, TX",McKinney Cycling,33.67,828,1:26:08,133,160
Running,6/10/2020 19:59,Outdoor,USA,"Mckinney, TX",McKinney Running,3.69,389,0:31:15,143,171
Cycling,6/11/2020 5:53,Outdoor,USA,"Mckinney, TX",McKinney Cycling,37.18,909,1:29:39,136,161
Cycling,6/19/2020 5:21,Outdoor,USA,"Mckinney, TX",McKinney Cycling,59.62,"1,478",2:20:30,145,174
Walking,6/24/2020 21:07,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.17,14,02:06.3,106,111
Running,6/24/2020 21:09,Outdoor,USA,"Mckinney, TX",McKinney Running,0.77,76,05:14.9,147,160
Walking,6/24/2020 21:15,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.17,29,02:10.6,133,147
Walking,6/24/2020 21:31,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.37,32,05:36.5,106,114
Walking,6/24/2020 21:43,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.36,29,05:18.2,107,114
Cycling,6/25/2020 5:23,Outdoor,USA,"Mckinney, TX",McKinney Cycling,52.08,"1,291",2:02:07,142,177
Cycling,6/25/2020 5:27,Outdoor,USA,"Mckinney, TX",McKinney Cycling,10.99,367,0:25:42,144,166
Cycling,6/25/2020 7:25,Outdoor,USA,"Mckinney, TX",McKinney Cycling,7.06,275,0:17:00,156,175
Running,6/25/2020 20:07,Outdoor,USA,"Mckinney, TX",McKinney - Benchmark Run,1.05,115,0:09:00,141,174
Walking,6/25/2020 20:16,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.87,73,0:11:18,109,115
Running,6/25/2020 20:28,Outdoor,USA,"Frisco, TX",Frisco Running,0.36,35,02:17.9,151,165
Walking,6/25/2020 20:34,Outdoor,USA,"Frisco, TX",Frisco Walking,1.67,144,0:23:40,105,114
Running,6/27/2020 12:53,Outdoor,USA,"Mckinney, TX",McKinney ,2.71,236,0:25:08,122,165
Walking,6/27/2020 13:19,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.56,78,09:43.3,112,123
Cycling,6/28/2020 6:11,Outdoor,USA,"Mckinney, TX",McKinney Cycling,70.19,"2,029",2:54:47,150,187
Running,6/29/2020 20:42,Outdoor,USA,"Mckinney, TX",McKinney - Cadence Drills,2.52,213,0:23:47,123,165
Running,6/29/2020 21:07,Outdoor,USA,"Mckinney, TX",McKinney Running,1.5,308,0:11:52,148,167
Running,7/1/2020 8:45,Outdoor,USA,"Mckinney, TX",McKinney - Cadence Drills,1.91,161,0:22:02,106,150
Cycling,7/2/2020 6:01,Outdoor,USA,"Mckinney, TX",McKinney Cycling,67.84,"1,615",2:37:41,143,175
Running,7/3/2020 20:46,Outdoor,USA,"Mckinney, TX",McKinney ,2.63,253,0:26:39,120,159
Walking,7/3/2020 21:15,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.3,70,09:35.3,105,118
Pool Swim,7/4/2020 14:01,Indoor,USA,"Mckinney, TX",Pool Swimming,25,8,00:29.4,64,69
Walking,7/7/2020 7:57,Outdoor,USA,"Mckinney, TX",McKinney Walking,4.16,394,1:00:21,108,153
Running,7/7/2020 20:20,Outdoor,USA,"Mckinney, TX",McKinney - Cadence Drills,2.78,265,0:26:48,120,155
Cycling,7/8/2020 5:57,Outdoor,USA,"Mckinney, TX",McKinney Cycling,58.49,"1,926",2:08:29,152,175
Cycling,7/8/2020 5:59,Outdoor,USA,"Mckinney, TX",McKinney Cycling,57.68,"1,753",2:05:37,153,175
Walking,7/9/2020 7:11,Outdoor,USA,"Mckinney, TX",McKinney Walking,4.6,483,1:27:52,103,122
Running,7/9/2020 21:06,Outdoor,USA,"Mckinney, TX",McKinney - Cadence Drills,2.59,244,0:25:03,118,156
Running,7/10/2020 20:34,Outdoor,USA,"Mckinney, TX",McKinney ,3.52,358,0:34:21,122,158
Cycling,7/11/2020 5:50,Outdoor,USA,"Mckinney, TX",McKinney Cycling,41.91,"1,281",1:29:21,154,173
Walking,7/11/2020 8:34,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.13,32,02:28.8,129,136
Walking,7/12/2020 9:09,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.27,41,07:38.9,90,101
Walking,7/13/2020 7:34,Outdoor,USA,"Mckinney, TX",McKinney Walking,2.02,171,0:30:16,104,120
Cycling,7/14/2020 6:02,Outdoor,USA,"Mckinney, TX",McKinney Cycling,57.06,"1,473",2:11:30,142,169
Walking,7/15/2020 7:56,Outdoor,USA,"Mckinney, TX",McKinney Walking,3.72,317,0:56:19,99,118
Running,7/15/2020 20:50,Outdoor,USA,"Mckinney, TX",McKinney - Cadence Drills,2.5,223,0:25:13,112,139
Walking,7/15/2020 21:17,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.53,47,07:17.4,103,115
Walking,7/16/2020 7:46,Outdoor,USA,"Mckinney, TX",McKinney Walking,3.73,303,0:55:26,96,116
Cycling,7/16/2020 20:37,Outdoor,USA,"Mckinney, TX",McKinney Cycling,36.28,"1,111",1:16:26,154,174
Walking,7/17/2020 7:47,Outdoor,USA,"Mckinney, TX",McKinney Walking,2.3,223,0:32:17,112,134
Running,7/17/2020 20:05,Outdoor,USA,"Mckinney, TX",McKinney ,2.02,196,0:17:40,125,156
Walking,7/17/2020 20:28,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.69,73,0:10:46,110,119
Walking,7/18/2020 9:43,Outdoor,USA,"Mckinney, TX",McKinney Walking,2.98,257,0:40:33,107,126
Cycling,7/19/2020 5:44,Outdoor,USA,"Mckinney, TX",McKinney Cycling,68.11,"1,686",2:41:53,137,165
Running,7/20/2020 21:14,Outdoor,USA,"Mckinney, TX",McKinney - Cadence Drills,3,285,0:29:06,123,147
Walking,7/21/2020 7:40,Outdoor,USA,"Mckinney, TX",McKinney Walking,4.01,363,1:00:04,107,138
Running,7/22/2020 7:38,Outdoor,USA,"Mckinney, TX",McKinney - Cadence Drills,2.65,229,0:29:13,107,132
Cycling,7/22/2020 20:19,Outdoor,USA,"Mckinney, TX",McKinney Cycling,66.96,"1,901",2:29:33,150,174
Walking,7/23/2020 7:41,Outdoor,USA,"Mckinney, TX",McKinney Walking,3.43,292,0:51:37,99,117
Running,7/24/2020 20:16,Outdoor,USA,"Mckinney, TX",McKinney ,4.64,471,0:43:54,130,165
Cycling,7/26/2020 6:16,Outdoor,USA,"Mckinney, TX",McKinney Cycling,57.03,"1,331",2:21:53,132,171
Running,7/27/2020 7:44,Outdoor,USA,"Mckinney, TX",McKinney - Cadence Drills,2.69,246,0:30:27,114,139
Walking,7/28/2020 20:24,Outdoor,USA,"Mckinney, TX",McKinney Walking,5.27,458,1:01:55,114,130
Walking,7/29/2020 7:40,Outdoor,USA,"Mckinney, TX",McKinney Walking,3.09,266,0:46:06,98,124
Running,7/29/2020 20:26,Outdoor,USA,"Mckinney, TX",McKinney - Cadence Drills,3.04,277,0:29:07,119,142
Walking,7/29/2020 20:57,Outdoor,USA,"Mckinney, TX",McKinney Walking,1.26,130,0:20:32,107,118
Cycling,7/30/2020 6:24,Outdoor,USA,"Mckinney, TX",McKinney Cycling,33.89,868,1:20:56,133,173
Running,7/31/2020 15:20,Outdoor,USA,"Mckinney, TX",McKinney - Magic Half-Mile,3.94,350,0:33:52,124,154
Strength Training,8/1/2020 9:18,Indoor,USA,"Prosper, TX",Strength,0,3,00:20.5,119,132
Cycling,8/2/2020 6:29,Outdoor,USA,"Mckinney, TX",McKinney Cycling,57.2,"1,292",2:18:46,132,168
Walking,8/2/2020 15:58,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.55,73,0:11:49,100,115
Running,8/3/2020 20:13,Outdoor,USA,"Mckinney, TX",McKinney - Cadence Drills,3.22,291,0:29:04,118,149
Walking,8/3/2020 20:44,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.34,45,08:31.4,93,110
Walking,8/4/2020 7:28,Outdoor,USA,"Mckinney, TX",McKinney Walking,5.89,491,1:08:39,108,126
Running,8/5/2020 7:00,Outdoor,USA,"Mckinney, TX",McKinney - Cadence Drills,3.29,289,0:29:03,115,143
Walking,8/5/2020 7:35,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.84,71,09:51.2,108,118
Walking,8/6/2020 7:39,Outdoor,USA,"Mckinney, TX",McKinney Walking,6.49,561,1:13:02,118,158
Walking,8/6/2020 11:52,Outdoor,USA,"Destin, FL",Walking,0,0,00:03.3,77,78
Running,8/7/2020 8:07,Outdoor,USA,"Mckinney, TX",McKinney ,5.84,584,0:47:19,137,173
Walking,8/9/2020 8:44,Outdoor,USA,"Destin, FL",Walking,0.27,83,08:18.8,118,135
Walking,8/12/2020 16:29,Outdoor,USA,"Destin, FL",Destin Walking,0.19,40,04:45.4,110,119
Breathwork,8/13/2020 21:41,Indoor,USA,"Mckinney, TX",Relax and Focus,0,0,00:30.6,79,84
Walking,8/15/2020 8:50,Outdoor,USA,"Mckinney, TX",McKinney Walking,7.43,642,1:40:51,106,143
Cycling,8/16/2020 6:42,Outdoor,USA,"Prosper, TX",Denton County Cycling,55.82,"1,544",2:06:41,144,176
Running,8/17/2020 7:31,Outdoor,USA,"Mckinney, TX",McKinney - Cadence Drills,3.02,286,0:29:04,116,151
Walking,8/17/2020 8:11,Outdoor,USA,"Mckinney, TX",McKinney Walking,2.24,188,0:24:48,110,138
Running,8/19/2020 12:44,Outdoor,USA,"Mckinney, TX",McKinney - Cadence Drills,3.42,329,0:29:04,127,160
Cycling,8/19/2020 20:03,Outdoor,USA,"Mckinney, TX",McKinney Cycling,28.77,870,0:58:26,156,174
Running,8/22/2020 12:44,Outdoor,USA,"Mckinney, TX",McKinney ,5.12,565,0:42:24,144,182
Cycling,8/23/2020 6:17,Outdoor,USA,"Mckinney, TX",McKinney Cycling,68.78,"2,254",2:44:00,153,178
Running,8/24/2020 20:53,Outdoor,USA,"Mckinney, TX",McKinney - Cadence Drills,3.36,303,0:29:06,129,160
Walking,8/26/2020 8:29,Outdoor,USA,"Mckinney, TX",McKinney Walking,3.02,266,0:42:04,102,117
Cycling,8/26/2020 12:15,Outdoor,USA,"Mckinney, TX",McKinney Cycling,32.89,"1,068",1:11:21,158,177
Running,8/27/2020 7:55,Outdoor,USA,"Mckinney, TX",McKinney - Cadence Drills,1.54,132,0:16:59,104,138
Walking,8/27/2020 8:13,Outdoor,USA,"Mckinney, TX",McKinney Walking,4.05,337,0:49:19,102,120
Running,8/28/2020 12:25,Outdoor,USA,"Mckinney, TX",McKinney ,6.68,771,0:56:20,147,183
Walking,8/28/2020 13:23,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.36,94,08:04.9,152,159
Cardio,8/29/2020 8:22,Indoor,USA,"Mckinney, TX",Cardio,0,955,1:51:07,120,155
Walking,8/30/2020 10:54,Outdoor,USA,"Frisco, TX",Frisco Walking,0.62,64,0:11:55,84,109
Cycling,8/30/2020 12:48,Outdoor,USA,"Mckinney, TX",McKinney Cycling,38.05,"1,229",1:18:24,162,179
Running,8/31/2020 15:09,Outdoor,USA,"Mckinney, TX",McKinney - Cadence Drills,3.59,331,0:29:14,133,172
Running,9/2/2020 18:27,Outdoor,USA,"Mckinney, TX",McKinney - Cadence Drills,2.8,242,0:29:05,116,145
Cycling,9/3/2020 12:12,Outdoor,USA,"Mckinney, TX",McKinney Cycling,26.19,780,0:50:24,160,177
Cardio,9/5/2020 9:48,Indoor,USA,"Mckinney, TX",Cardio,0,543,1:01:31,115,154
Running,9/5/2020 11:29,Outdoor,USA,"Mckinney, TX",McKinney - 5K Race,5,522,0:38:14,153,177
Cycling,9/6/2020 6:19,Outdoor,USA,"Mckinney, TX",McKinney Cycling,78.76,"1,812",3:16:52,131,162
Running,9/7/2020 18:45,Outdoor,USA,"Mckinney, TX",McKinney - Benchmark Run,1.18,101,0:09:00,119,137
Running,9/9/2020 12:10,Outdoor,USA,"Mckinney, TX",McKinney - Easy Run,1.61,150,0:14:57,132,149
Walking,9/9/2020 12:26,Outdoor,USA,"Mckinney, TX",McKinney Walking,1,99,0:14:43,109,135
Running,9/10/2020 9:16,Outdoor,USA,"Mckinney, TX",McKinney - Easy Run,3.22,300,0:24:24,126,144
Cycling,9/12/2020 6:37,Outdoor,USA,"Prosper, TX",Denton County Cycling,60.63,"1,522",2:05:12,144,175
Walking,9/12/2020 14:28,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.77,82,0:14:52,95,111
Walking,9/13/2020 9:02,Outdoor,USA,"Mckinney, TX",McKinney Walking,6.2,555,1:28:17,109,132
Running,9/14/2020 12:25,Outdoor,USA,"Mckinney, TX",McKinney - Easy Run,3.22,315,0:25:36,142,162
Running,9/14/2020 12:54,Outdoor,USA,"Mckinney, TX",McKinney - Negative Split Run,4.83,501,0:36:51,157,179
Cycling,9/15/2020 11:56,Outdoor,USA,"Mckinney, TX",McKinney Cycling,18.56,374,0:57:10,110,139
Running,9/16/2020 11:37,Outdoor,USA,"Mckinney, TX",McKinney - Easy Run,1.61,151,0:12:54,133,156
Walking,9/16/2020 11:55,Outdoor,USA,"Mckinney, TX",McKinney Walking,1,80,0:12:15,104,112
Walking,9/17/2020 7:42,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.88,75,0:14:43,98,109
Cycling,9/17/2020 9:18,Outdoor,USA,"Mckinney, TX",McKinney Cycling,33.16,"1,015",1:08:13,156,174
Running,9/18/2020 13:22,Outdoor,USA,"Mckinney, TX",McKinney - Easy Run,4.83,460,0:39:44,139,160
Cycling,9/19/2020 9:36,Outdoor,USA,"Prosper, TX",Denton County Cycling,23.16,537,0:45:26,153,174
Running,9/19/2020 10:34,Outdoor,USA,"Prosper, TX",Denton County - Negative Split Run,5.46,530,0:35:52,157,168
Pool Swim,9/19/2020 13:54,Indoor,USA,"Mckinney, TX",Pool Swimming,0,0,01:12.8,84,86
Running,9/21/2020 8:56,Outdoor,USA,"Mckinney, TX",McKinney - Cadence Drills,3.22,285,0:23:54,127,147
Running,9/22/2020 8:30,Outdoor,USA,"Mckinney, TX",McKinney - Easy Run,3.22,286,0:23:11,133,153
Running,9/24/2020 14:17,Outdoor,USA,"Mckinney, TX",McKinney - Easy Run,4.83,484,0:39:45,139,170
Walking,9/24/2020 18:28,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.52,78,0:12:45,96,112
Cardio,9/25/2020 17:04,Indoor,USA,"Mckinney, TX",Cardio,0,352,0:31:08,130,159
Cycling,9/26/2020 6:40,Outdoor,USA,"Mckinney, TX",McKinney Cycling,82.9,"4,062",3:19:33,145,181
Walking,9/27/2020 8:37,Outdoor,USA,"Mckinney, TX",McKinney Walking,6.08,523,1:20:50,104,121
Running,9/27/2020 19:40,Outdoor,USA,"Mckinney, TX",McKinney - Negative Split Run,4.83,501,0:33:46,158,181
Running,9/29/2020 11:38,Outdoor,USA,"Mckinney, TX",McKinney - Easy Run,3.22,314,0:23:48,138,154
Running,9/30/2020 13:00,Outdoor,USA,"Mckinney, TX",McKinney - Pace Run,3.22,306,0:21:28,148,175
Running,10/2/2020 9:11,Outdoor,USA,"Mckinney, TX",McKinney - Negative Split Run,6.44,604,0:45:10,145,177
Walking,10/2/2020 13:27,Outdoor,USA,"Plano, TX",Plano Walking,0.31,50,07:42.7,108,118
Cycling,10/3/2020 7:31,Outdoor,USA,"Mckinney, TX",McKinney Cycling,101.95,"2,562",3:39:03,148,178
Walking,10/3/2020 19:53,Outdoor,USA,"Lewesville, TX",Lewisville Walking,0.41,75,0:11:05,103,116
Running,10/6/2020 20:08,Outdoor,USA,"Mckinney, TX",McKinney - Easy Run,4.83,494,0:38:58,146,176
Running,10/8/2020 11:13,Outdoor,USA,"Mckinney, TX",McKinney Running,8.29,728,1:16:01,116,165
Walking,10/8/2020 18:32,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.5,60,0:10:34,93,112
Running,10/9/2020 10:38,Outdoor,USA,"Mckinney, TX",McKinney - Negative Split Run,8.05,749,1:02:10,140,171
Cycling,10/10/2020 6:52,Outdoor,USA,"Plano, TX",Plano Cycling,87.62,"2,097",3:15:34,140,164
Running,10/11/2020 13:56,Outdoor,USA,"Mckinney, TX",McKinney - Hill Repeats,3.05,228,0:27:47,120,141
Running,10/13/2020 12:42,Outdoor,USA,"Mckinney, TX",McKinney - Easy Run,4.83,383,0:37:29,134,154
Running,10/14/2020 11:02,Outdoor,USA,"Mckinney, TX",McKinney - Pace Run,3.22,282,0:23:50,142,175
Cycling,10/15/2020 12:02,Outdoor,USA,"Mckinney, TX",McKinney Cycling,33.72,"1,081",1:11:51,156,171
Running,10/16/2020 12:14,Outdoor,USA,"Mckinney, TX",McKinney - Negative Split Run,8.05,678,1:02:39,141,167
Walking,10/16/2020 13:18,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.95,76,0:11:39,117,124
Cardio,10/17/2020 14:43,Indoor,USA,"Mckinney, TX",Cardio,0,382,1:46:47,86,129
Cycling,10/18/2020 6:17,Outdoor,USA,"Mckinney, TX",McKinney Cycling,75.85,"1,921",2:39:10,145,170
Running,10/20/2020 11:29,Outdoor,USA,"Mckinney, TX",Easy Run,3.22,280,0:24:57,129,151
Running,10/21/2020 12:00,Outdoor,USA,"Mckinney, TX",McKinney - Pace Run,4.83,420,0:35:28,139,168
Cycling,10/22/2020 11:15,Outdoor,USA,"Mckinney, TX",McKinney Cycling,29.44,919,1:02:41,155,171
Running,10/23/2020 13:35,Outdoor,USA,"Mckinney, TX",McKinney - Negative Split Run,6.44,598,0:45:33,150,186
Walking,10/24/2020 14:31,Outdoor,USA,"Mckinney, TX",McKinney Walking,4.68,437,1:19:29,103,132
Running,10/27/2020 11:52,Outdoor,USA,"Mckinney, TX",McKinney - Easy Run,1.61,132,09:46.3,142,161
Running,10/28/2020 11:19,Outdoor,USA,"Mckinney, TX",McKinney - Pace Run,4.83,495,0:31:29,172,187
Walking,10/29/2020 11:01,Outdoor,USA,"Mckinney, TX",McKinney Walking,6.77,557,1:09:34,115,133
Running,10/29/2020 19:38,Outdoor,USA,"Mckinney, TX",Running,0.52,48,05:04.5,133,155
Running,10/29/2020 20:21,Outdoor,USA,"Mckinney, TX",McKinney Running,0.09,21,03:21.3,128,143
Running,10/30/2020 11:12,Outdoor,USA,"Mckinney, TX",McKinney - Negative Split Run,8.05,771,1:01:24,150,182
Walking,10/30/2020 12:15,Outdoor,USA,"Mckinney, TX",McKinney Walking,0.4,52,07:43.0,119,132
Running,10/31/2020 13:55,Outdoor,USA,"Mckinney, TX",McKinney Running,0.56,60,06:14.8,145,171
Running,10/31/2020 14:02,Outdoor,USA,"Mckinney, TX",Running,0.55,59,05:24.6,148,168
Running,11/3/2020 11:59,Outdoor,USA,"Mckinney, TX",McKinney - Easy Run,3.22,288,0:20:53,145,164
Running,11/4/2020 13:12,Outdoor,USA,"Mckinney, TX",McKinney - Pace Run,4.83,432,0:33:18,146,174
Running,11/6/2020 12:52,Outdoor,USA,"Mckinney, TX",McKinney - Negative Split Run,9.66,948,1:09:36,155,193
Cycling,11/8/2020 7:34,Outdoor,USA,"Prosper, TX",Denton County Cycling,64.52,"1,628",2:12:48,146,172
Running,11/10/2020 11:12,Outdoor,USA,"Mckinney, TX",McKinney - Easy Run,3.22,279,0:22:04,139,156
Running,11/11/2020 14:24,Outdoor,USA,"Mckinney, TX",McKinney - Pace Run,4.83,431,0:30:43,151,182
Running,11/13/2020 11:30,Outdoor,USA,"Mckinney, TX",McKinney - Negative Split Run,9.66,"1,021",1:12:49,158,198
Cycling,11/15/2020 8:15,Outdoor,USA,"Mckinney, TX",McKinney Cycling,41.67,"1,109",1:30:26,144,166
Running,11/16/2020 11:10,Outdoor,USA,"Mckinney, TX",McKinney - Benchmark Run,1.08,92,0:09:00,116,140
Running,11/18/2020 11:39,Outdoor,USA,"Mckinney, TX",McKinney - Run,2.2,207,0:20:00,128,159
Running,11/20/2020 11:59,Outdoor,USA,"Mckinney, TX",McKinney - Run,2.76,256,0:25:00,121,151
Cycling,11/21/2020 7:38,Outdoor,USA,"Frisco, TX",Frisco Cycling,85.19,"1,891",2:50:19,157,179
Running,11/30/2020 13:35,Outdoor,USA,"Mckinney, TX",McKinney - Run,3.13,269,0:25:00,128,152
Running,12/4/2020 11:28,Outdoor,USA,"Mckinney, TX",McKinney - Run,3.29,301,0:25:00,139,175
Running,12/7/2020 9:49,Outdoor,USA,"Mckinney, TX",McKinney - Run,3.43,342,0:25:00,153,185
Running,12/9/2020 14:07,Outdoor,USA,"Mckinney, TX",McKinney - Run,3.69,342,0:25:00,146,167
Cycling,12/10/2020 11:44,Outdoor,USA,"Mckinney, TX",McKinney Cycling,31.62,866,1:06:47,161,181
Walking,12/14/2020 11:41,Outdoor,USA,"Mckinney, TX",McKinney Walking,3.05,255,0:32:40,99,116
